x,y
0.0,5.941715404680664
0.10101010101010101,3.906452198329153
0.20202020202020202,4.926346157982185
0.30303030303030304,6.279594476551569
0.40404040404040403,5.195772317933141
0.5050505050505051,6.443031492366444
0.6060606060606061,6.997378305456675
0.7070707070707071,6.2901129059411325
0.8080808080808081,6.115205059783065
0.9090909090909091,7.921160468521831
1.0101010101010102,9.023552733838228
1.1111111111111112,7.686351702785829
1.2121212121212122,8.302695652567968
1.3131313131313131,10.585065699976617
1.4141414141414141,8.683534476575971
1.5151515151515151,9.031297882401818
1.6161616161616161,12.252604180783418
1.7171717171717171,8.620432558641522
1.8181818181818181,11.251011294839005
1.9191919191919191,8.753927240424353
2.0202020202020203,10.46364331252036
2.121212121212121,12.8673172461183
2.2222222222222223,12.88810307974334
2.323232323232323,11.068576819301585
2.4242424242424243,11.819028542602657
2.525252525252525,12.655990618168186
2.6262626262626263,11.620684581063411
2.727272727272727,13.734038186879182
2.8282828282828283,15.712425776918703
2.9292929292929295,12.432637294327522
3.0303030303030303,12.109376011355806
3.1313131313131315,14.68218313952047
3.2323232323232323,14.577846385885124
3.3333333333333335,16.80432993191954
3.4343434343434343,15.142668123973293
3.5353535353535355,15.555400892411882
3.6363636363636362,15.718217019489648
3.7373737373737375,15.22151497377291
3.8383838383838382,17.188181499176903
3.9393939393939394,15.494099353709798
4.040404040404041,18.287702259450654
4.141414141414141,17.432618603744466
4.242424242424242,18.23090278365123
4.343434343434343,17.477538333182327
4.444444444444445,17.413139665499795
4.545454545454546,20.436626996804936
4.646464646464646,19.407943721646717
4.747474747474747,20.449427421789586
4.848484848484849,19.732577443254357
4.94949494949495,22.4600923757409
5.05050505050505,20.50901519987956
5.151515151515151,19.424740650009056
5.252525252525253,21.526084854529948
5.353535353535354,21.48590517646371
5.454545454545454,19.042486390143804
5.555555555555555,21.550762437605375
5.656565656565657,22.94989599088099
5.757575757575758,23.073892312844045
5.858585858585859,22.236322167444587
5.959595959595959,21.666163663740683
6.0606060606060606,23.67311173112561
6.161616161616162,22.33902053900977
6.262626262626263,25.112557450289245
6.363636363636363,23.784641544312397
6.4646464646464645,23.4691203904652
6.565656565656566,24.12930377697603
6.666666666666667,24.189111186934984
6.767676767676767,24.742312990546022
6.8686868686868685,24.869676502256535
6.96969696969697,25.53008238572386
7.070707070707071,26.45109091135772
7.171717171717172,27.11204058794836
7.2727272727272725,25.707938543654198
7.373737373737374,26.169674181646148
7.474747474747475,26.995089914940973
7.575757575757576,27.791018320064286
7.6767676767676765,28.128032402032034
7.777777777777778,26.289351804463895
7.878787878787879,30.340390987057386
7.97979797979798,28.04919992104162
8.080808080808081,31.059413104054837
8.181818181818182,28.19319952804781
8.282828282828282,28.884313197371267
8.383838383838384,29.90008019673018
8.484848484848484,30.231870341240562
8.585858585858587,29.985997435044528
8.686868686868687,31.795501251845966
8.787878787878787,29.56160224991279
8.88888888888889,32.72172439647169
8.98989898989899,31.151723972598315
9.090909090909092,33.52432692725277
9.191919191919192,32.1670429595783
9.292929292929292,31.479731326965076
9.393939393939394,33.6309328802093
9.494949494949495,35.71501949236298
9.595959595959595,33.73543180562861
9.696969696969697,34.202394026189864
9.797979797979798,33.994565306763455
9.8989898989899,33.820441461891384
10.0,34.24867354646686
